order_id,customer_id,product_id,order_timestamp,order_total,quantity,payment_method,shipping_method,shipping_street,shipping_city,shipping_state,shipping_zip_code,shipping_country,order_status,discount_amount,tax_amount
24219447-cff9-4608-a6b2-f8ae3f8e09e2,ca7626cc-acd6-4d3e-98cb-58df20a44284,c6167a53-e0f5-4246-a727-935c42ff6cfe,2025-07-29T09:52:24,922.18,4,NetBanking,One‑Day,2134 Hines Locks Suite 615,"Lake Linda,",NE,44460,USA,Returned,248.77,68.31
c49f318d-728b-4f9e-bf0a-ccd54046249a,8dc60df0-4d52-4b3c-b2ca-735fca7a3539,dd51fd7c-ead5-4a11-83a9-c2d5aa80b2ff,2025-08-05T02:57:01,1470.41,5,Debit Card,Two‑Day,14812 Jones Point,"Bradleyside,",PA,86785,USA,Shipped,382.41,108.92
e8b95d69-a785-4d5e-9a4e-b8b054673fcb,8be7d1c7-0ab3-4018-8203-a29dfd3f9dff,314d9798-041d-4f5a-848c-9f121ee8b36b,2025-07-02T10:51:13,740.8,5,Credit Card,Expedited,68179 Alan Bridge,"West Zacharyshire,",PA,02063,USA,Returned,175.32,54.87
cf73ab6f-6e9f-4766-a844-3d5dd2d79252,09bcc25a-971d-451e-9760-0586cd50aeee,1b0c9ecf-f620-4f2d-af33-6232a27fdf40,2025-08-25T07:14:01,176.95,1,UPI,Standard Ground,0810 Bennett Station,"West Susan,",NC,94959,USA,Processing,49.55,13.11
6c09db7c-d457-4e83-b2b1-4022f67983c3,8176e002-24e9-4abe-821e-8ebfc6997fc4,af77cf11-b4a5-4809-a626-fd0c1d606084,2025-08-29T01:28:21,429.2,5,NetBanking,Expedited,66946 Pamela Roads,"East Ritaport,",MH,56883,USA,Returned,39.39,31.79
0126e743-6387-4d6b-ac12-e2d6d8e46619,001ff52b-260c-4901-9427-502cdcaab0a6,b957a6e9-143b-427c-b95e-16d53ea41945,2025-05-15T14:40:16,134.73,2,Credit Card,Two‑Day,836 Brett Viaduct Suite 988,"Brendamouth,",PA,10311,USA,Processing,13.85,9.98
656658a7-c0f9-443d-ace7-d0ba91df0b1d,65df1bb3-19b5-44f7-a634-f02e4a6b6dcf,8742cf97-0a1a-4bde-9a09-a428454aa182,2025-05-05T07:52:27,714.58,3,Debit Card,Expedited,6571 Myers Overpass Apt. 304,"Melissaport,",IA,66208,USA,Processing,34.53,52.93
d0930378-5d33-4c9f-9189-e63dddccdad0,5cf01b14-c77e-40ee-aeb4-2aeed6fbf5ea,8b495a46-5212-41b2-8054-e5b07d7120b3,2025-10-18T17:24:22,481.22,3,Debit Card,One‑Day,22307 Victoria Stream Suite 641,"South Corey,",IL,88253,USA,Pending,26.12,35.65
a399dc47-ace2-4aec-a408-b9ffd72467f0,5a55b4ad-87c8-4686-83d4-4c94794caaec,828bd4c0-ed89-4845-8bb4-adb6908986c4,2025-10-02T18:32:32,146.35,2,PayPal,Standard Ground,583 Larry Camp,"West Joseph,",GU,37103,USA,Delivered,27.09,10.84
6a10bffc-3d70-490a-a38c-16d129c99c4d,ce6327b3-1539-4ff6-bc67-a2a089f38c4e,3b0ee3a0-5728-4336-b852-a2302c8c6428,2025-09-15T12:36:05,325.78,2,UPI,Expedited,69656 Gregory Shores,"Patrickmouth,",NE,90723,USA,Delivered,49.61,24.13
29373e4a-0860-457b-b372-72a8c771ca1b,eda5e4c5-c88e-44aa-b63f-16c2e7b3a916,225b0556-d82a-4958-99a6-a33cd26833b2,2025-09-30T08:02:39,1418.14,4,Credit Card,One‑Day,"PSC 1839, Box 9557",APO,AP,98595,USA,Processing,352.99,105.05
0489f607-ea07-4ea4-9e17-8e5e5ce40b0f,a91929b2-62f6-4e6e-bfb7-ee77222e5640,44780494-4948-4011-9246-bcabc22688e0,2025-10-02T07:35:58,1190.31,3,PayPal,Two‑Day,"PSC 0177, Box 1062",APO,AP,39324,USA,Delivered,45.99,88.17
bf981b28-a9b9-4a4e-9685-cd6f6e620d36,db53a4e4-77fa-4ea1-b761-8aab6d4cbce2,e3708424-0cc8-4f93-a31c-29c592b7e5e7,2025-08-07T23:37:52,1056.57,5,NetBanking,Standard Ground,341 Horton Road Apt. 032,"Lake Isabella,",GU,69784,USA,Processing,21.49,78.26
2c650e65-8ecc-43da-989f-8a4f77e0e08d,15be2848-cad7-4d24-8491-670d64ef936d,7801ac19-726c-43f0-8bd7-82dea4750b7e,2025-07-14T12:17:38,467.73,5,PayPal,Standard Ground,477 Karen Station Apt. 104,"New Jerryview,",IA,97714,USA,Returned,32.87,34.65
74c8b8a5-74bb-4122-ae74-095cc51c452b,aca8f04b-7226-4639-9cb3-5ec34093b9c4,fec06c00-2a33-486c-8c43-456256cdbfd4,2025-09-07T12:33:10,1477.54,5,Debit Card,Expedited,334 Dean Forest Apt. 922,"Davidfort,",NJ,59616,USA,Delivered,517.31,109.45
4c38325e-df88-412a-8168-5283d50a151c,040c6ba7-c8a5-43cd-8fb3-abfe2d2502cc,aaca86b5-cbba-466d-bf82-1bfbc2142c08,2025-05-23T04:39:31,52.84,2,PayPal,One‑Day,11484 Carney Forks Suite 383,"Dawsonside,",NM,71544,USA,Processing,4.87,3.91
3dc8eb46-5720-40a8-86b6-a6772d7b02b0,0df85499-a393-475c-a52c-bf13217c41ea,ef07a45b-f92d-46a5-bda3-c8dc2674635a,2025-09-13T06:56:40,311.86,4,UPI,Standard Ground,983 Alvarado Turnpike Suite 770,"Johnstonbury,",TX,77799,USA,Shipped,29.72,23.1
92fe32e5-dea6-4264-b98e-23f9df840c30,4a63361f-b7f9-4b2d-9e4f-7a0053586f30,fa6783a4-53f9-4eb9-a320-6f17c7bfa500,2025-08-13T14:57:49,357.04,4,Credit Card,One‑Day,67946 Newman Pine Apt. 898,"Lewischester,",WA,10780,USA,Pending,44.85,26.45
75eb9ab1-47e1-4f60-9e67-e453165ed636,92299a3d-7cc7-46b2-be8c-5d7436b93fd0,acb812ac-66a9-4bb0-a33c-55596c2a4201,2025-10-19T15:19:47,1082.54,3,UPI,Standard Ground,118 Goodman Extensions,"Lake Martin,",SC,07272,USA,Processing,31.45,80.19
2d8b3b53-4169-4d13-be0a-f8f518f056ac,aaf54284-6865-43ca-9126-bb21812e1a89,65261648-0ec5-4fbe-989d-53726a8d30fa,2025-09-15T10:19:41,188.82,3,UPI,Standard Ground,4997 Hudson Station Suite 822,"North Andreaville,",AK,04453,USA,Delivered,31.36,13.99
fdab098b-abb2-499d-88d5-25feb2815810,82e17e9c-a9ee-4d67-8396-d3f0cdf80cbb,43e21f13-b692-4bad-8066-8ea002073773,2025-07-26T16:30:02,909.87,4,PayPal,Standard Ground,7595 Jon Prairie,"New Hollymouth,",CT,83399,USA,Returned,14.01,67.4
da7db853-32c8-42b1-842a-8dd2d0ecbbe1,5867a007-fe7d-4bdb-b329-6aff0b7cd888,96194fcc-1fd1-468c-b4e6-3e0c1d6e7ab6,2025-09-20T10:12:52,838.6,4,PayPal,Two‑Day,724 Donna Orchard Suite 966,"Janeberg,",RI,39483,USA,Pending,237.6,62.12
635424eb-214c-4b58-921e-af8ac979e451,55b5dfce-c4df-4979-953d-f7a7cc96262d,529a8eb8-7b6b-449e-9aad-518288334779,2025-07-18T15:03:10,890.41,2,Credit Card,Expedited,23433 Hall Meadows Suite 577,"Wallaceview,",MH,95159,USA,Pending,156.47,65.96
69b627db-c9da-497d-b4a0-4ef107a3fe5d,fdc4d264-a90d-4ae0-b0bc-225215d8c7d9,7b3b0402-0904-4c26-98a9-1420939056a3,2025-06-24T05:33:00,1210.68,3,Debit Card,One‑Day,49791 Smith Neck,"Lake Paulaburgh,",VI,67348,USA,Delivered,302.08,89.68
3eb70042-cf46-4779-a80c-07b5801d9f3c,0ce82f9b-bc3f-46c5-bd54-6ae6c85aba0e,c1d5ca4f-5927-4266-a754-ea3637d068e3,2025-10-20T16:38:11,250.83,1,UPI,One‑Day,6974 Hernandez Vista Apt. 712,"Kaylastad,",MS,55970,USA,Shipped,2.81,18.58
85c8955a-2d05-403c-bfcc-d32ca9438200,986b4a55-a707-4710-b957-e42db0465056,d754c81f-7614-4744-8fcb-10354c2b3e78,2025-06-23T03:52:22,381.76,1,UPI,Two‑Day,255 Luna Light Suite 350,"Montesland,",WA,07760,USA,Shipped,91.66,28.28
39143e86-4173-4d0e-8c51-2513b2b27856,09cabe14-c315-4084-9e13-b9b294810f80,a12a021b-104a-4141-9180-422f9543fad6,2025-07-13T11:09:03,279.71,1,UPI,Standard Ground,126 Jorge Square Apt. 631,"Thompsonmouth,",MA,52204,USA,Delivered,14.67,20.72
f5c95bc7-f70d-4bac-bdaf-ff6bdec0a45d,a5e1a559-d8cb-4d78-b659-822bcf500caf,d6dac7e5-4cea-41b6-9f00-15920e337a77,2025-05-26T20:25:35,488.34,3,PayPal,Standard Ground,6300 Harris Drive Apt. 051,"Greenmouth,",NY,61098,USA,Returned,4.88,36.17
ec02876a-7b94-4cdd-a8fb-c2ddee56a632,c3f2acb6-29c6-45b0-a307-d8c5a0ec7f33,94abb358-5120-4bbb-987f-9999cd43a1ab,2025-05-23T12:41:05,539.31,4,Debit Card,Expedited,"PSC 1135, Box 3739",APO,AA,48327,USA,Delivered,12.92,39.95
f9550a82-2ede-40ec-8c91-5b72b42c7138,026c5576-7a6f-4029-b0d6-f598d274a55d,92e9d58c-2096-4d9e-a827-d6500cb449df,2025-08-02T02:31:23,1730.53,4,NetBanking,Expedited,7705 Evans Ramp Apt. 712,"Lynchville,",MD,38831,USA,Returned,185.22,128.19
1363daf8-4981-4f8c-8926-8a31d82476b5,156648ab-7b66-4a9c-bfed-cad75c15b36c,9b86f765-bde9-4af3-a2aa-1291b174ced1,2025-07-16T13:17:48,1223.61,5,Credit Card,Expedited,26893 Ochoa Manor,"East Calebchester,",WV,71938,USA,Returned,26.63,90.64
e83dcf21-fcd9-4e7a-aa9b-60e96f8c370e,999bd9dc-8ed7-4321-9603-df5b5d559a4b,b156240e-3859-4d16-a7b7-28b928111ac2,2025-05-20T11:00:56,147.94,1,PayPal,Two‑Day,Unit 8425 Box 1956,DPO,AE,62487,USA,Delivered,57.07,10.96
b6a7cccd-dea9-4051-873b-7b638c04208c,39093829-edaa-49d9-9bbd-038e2d65e1e7,f3558fdc-5b58-41db-bc4c-2fbdcc20fa5e,2025-06-24T00:59:23,49.66,4,Credit Card,One‑Day,858 Barnett Ways,"Leeberg,",WI,19878,USA,Pending,18.34,3.68
7fb3c50c-bcce-4509-99b9-e1bd4f4f3cf0,ad07020c-46e8-41dc-a990-6f0e441dfdd6,74714678-08a8-4bdc-922a-5bb15c24c791,2025-09-01T16:45:44,435.78,2,NetBanking,Expedited,971 Barber Fields Suite 964,"Hardingchester,",NC,87557,USA,Pending,171.68,32.28
ad7a6a9d-bf46-4acd-868b-3631c00afe35,a687d7c8-1c71-4e87-8afd-e48e56a296b3,02b294be-879f-4a84-91ef-7bf20310f80a,2025-07-29T00:15:32,875.3,3,PayPal,Expedited,01850 Sarah Neck,"Richardport,",GU,46457,USA,Shipped,55.94,64.84
549b4577-c346-455a-a37f-5a8a4bb1805f,3be57a11-3821-4a96-af9f-2d1b3e033cb5,7153dbad-71b7-4ff3-9136-8bd94ce3a5b3,2025-10-28T19:40:13,1491.31,5,Debit Card,Two‑Day,9744 Graham Radial Apt. 788,"Bennettfurt,",WY,83600,USA,Shipped,305.96,110.47
3eb00c34-7fad-44c8-a389-84afe2d560e8,0cdf1163-502f-4b2a-bca8-4da249cdfd14,1d848ee7-2a22-47d5-b6b0-78b252b8cc99,2025-07-24T14:50:18,221.83,1,Debit Card,Two‑Day,37922 Gillespie Extension Apt. 915,"East Jefferyport,",IL,72513,USA,Shipped,1.16,16.43
736df9a1-7c9f-4615-9666-4830f310d097,68e16e19-f861-4ecc-b9fc-57503c7a6960,885aa655-9277-4b39-841d-791a60ad9dff,2025-07-05T22:40:29,921.27,4,Credit Card,Expedited,0472 Johnson Neck,"Martinland,",KY,47084,USA,Processing,353.13,68.24
734d73fc-8623-435d-999e-7faa86f382db,bf5caea9-8186-4ed6-8ca8-063fce65ac31,58aabc83-ae12-41e5-aeda-684c987907de,2025-08-31T21:12:40,358.94,1,PayPal,One‑Day,198 Scott Hills Suite 366,"Jamiemouth,",SD,69801,USA,Returned,23.61,26.59
99d657ab-b907-4748-8aea-d7c0f545c4ad,eb37b884-1084-4404-a3ea-e724eec5d076,90823856-d821-4808-be3f-9fcf6f656186,2025-07-19T17:00:00,1242.98,4,UPI,Standard Ground,"PSC 5713, Box 1984",APO,AA,35096,USA,Shipped,125.93,92.07
c9133db0-129c-4ba2-9098-0e6fe707ed91,14d58bb7-9eef-421c-aade-4ee3db716dbd,9012b451-c186-413a-8c5c-6137ed82874c,2025-06-03T15:17:03,398.33,3,UPI,One‑Day,4777 Young Route Apt. 123,"Zacharymouth,",MN,50765,USA,Processing,120.84,29.51
5d441b28-8cef-4ab9-9274-20a1613986e9,bab72376-5290-46d2-884c-7b8348cd4a2d,395fbde5-9257-4302-9131-371c9138f07f,2025-06-23T19:33:30,1510.01,5,UPI,Standard Ground,5798 David Ferry Apt. 005,"West Justinville,",NV,30662,USA,Returned,353.69,111.85
5f322b99-33c1-45d0-bc9b-59fc56137abd,e074cf5a-31db-4398-8a9b-6dabe0958c06,f1e44154-9cce-493c-9e51-4265b6b3c921,2025-07-11T05:09:20,285.2,1,Credit Card,Expedited,6271 Jacob Fort,"North Kim,",WV,53771,USA,Returned,53.47,21.13
534163d2-a113-43fa-838f-6afe7d21b934,a6d1ebd5-8116-4a52-b87f-1a4ca2055618,c73c8a02-2573-4d56-8d51-dfb4dc0c644d,2025-07-31T20:05:00,390.33,3,UPI,Standard Ground,628 Jessica Crest,"Hendrickshaven,",NM,73919,USA,Processing,105.08,28.91
55c1082f-ee10-45e4-936e-64a7cf7743a7,e123420f-ca7c-40d5-82d9-c115f9e084ed,a4808949-afa5-4d29-8e24-c8b8c10b6887,2025-08-22T20:32:03,1292.64,5,UPI,One‑Day,76309 Bryant Prairie Apt. 666,"New Victorshire,",NM,66462,USA,Pending,275.81,95.75
844c9783-72da-42d0-a5d0-bd745b0ea850,62c483ed-4a26-41b5-987b-521c2888e146,9f03d1c1-5523-414e-8404-e4c33cd3788c,2025-06-19T17:48:45,774.85,3,UPI,Expedited,072 Moore Ridge Apt. 107,"Lake Hunter,",FL,53553,USA,Delivered,123.87,57.4
2a22997b-713a-45e1-89d6-edbaf2131de4,50d3c6f8-a333-4f2d-8d32-2a9847287014,e117e144-b778-423b-972e-fc798db9c39b,2025-07-21T00:16:19,2468.25,5,Debit Card,Expedited,567 Carlos Mills,"Jamesside,",MP,95540,USA,Pending,87.93,182.83
6ff80ca1-2455-4d36-ba2b-02d9a06c8562,9e84c953-ded4-4a9d-b788-678f8585db00,c4f8f025-0882-4553-9ef7-1953f20ffd3d,2025-10-01T01:50:22,592.76,5,UPI,One‑Day,088 Smith Isle Suite 380,"Jamesfurt,",MA,81580,USA,Shipped,192.3,43.91
c809029e-732c-4cb9-8d83-b04e3e097879,2ee3a80c-ee65-4c70-93f4-22c807312459,854c29e7-f1c0-460c-9d74-15f87bc6fe01,2025-07-06T04:28:22,375.6,2,PayPal,Standard Ground,1306 West Circles,"New Daniel,",MS,72264,USA,Shipped,76.22,27.82
f5dcb21a-fa80-4941-89ed-d76f1c946125,4f67f26c-2baf-4888-92d1-3183b99c92b8,1a7a0ecc-791f-4c72-b902-877c159fe675,2025-10-18T23:26:18,1287.13,5,UPI,One‑Day,USNS Cole,FPO,AP,20894,USA,Delivered,158.91,95.34
8411666d-c351-47f7-aef3-dd4ec742d87e,716b6d03-6c62-41d7-9fa5-b820edca1574,6508d133-8925-4d6b-b2ee-7a5629712d80,2025-10-31T13:40:47,1160.33,3,Debit Card,One‑Day,3908 Schmidt Bypass,"Hansenhaven,",IL,56213,USA,Shipped,167.44,85.95
030e6395-fa2b-418d-9a92-15f1217ea378,54058a01-2dc8-49e0-8a02-68074b2d91fb,bfaeca43-cd96-4781-9338-782eb03dfb38,2025-08-03T06:26:29,261.08,1,Debit Card,Standard Ground,67755 Cole Gardens Suite 410,"Sherrymouth,",NJ,86869,USA,Delivered,26.93,19.34
272580c3-0572-4ddf-86c1-d0e50be521ff,0433d97c-1d38-4f3b-b0f2-750049c2e3ec,5eae6541-15ec-4897-8948-3a08cb00249d,2025-07-23T20:03:08,1254.64,5,Debit Card,Standard Ground,85587 Jason Oval,"Katelynfort,",SC,20027,USA,Returned,479.75,92.94
0442e80b-48d7-434c-a5dd-05313b200dc9,a9df6670-70c1-4f8e-8686-ae8bb4628103,0ac68dc0-0b87-49be-9b36-13dea787130c,2025-05-20T19:07:44,129.39,2,NetBanking,One‑Day,493 Richard Bridge Apt. 611,"Cynthiafurt,",NE,12209,USA,Pending,27.37,9.58
59292739-a62d-43bd-afe5-7159550026bf,e5484340-da30-41c3-b22d-d541bd35c99f,f207f074-8196-4d3c-930b-6c17a644190b,2025-09-03T14:57:47,944.58,3,UPI,Standard Ground,8408 David Neck Apt. 699,"Lake Patrickport,",RI,32219,USA,Shipped,45.97,69.97
be69b262-ea92-4d68-828e-8496c56e6018,8623659c-09d3-4e75-bc09-102718e741ea,597767e7-3c57-4737-b88e-f1bcbac3c397,2025-09-09T04:20:47,295.89,1,UPI,Expedited,638 Richard Oval,"Port Fred,",MN,43126,USA,Processing,98.8,21.92
e6f67e57-df7b-48b9-b90f-a0a6b393eaea,c2b6f793-de26-4406-8cd5-c981b969f326,6ac84e62-bc94-417c-8c8d-63948b321356,2025-06-08T04:29:13,598.06,4,UPI,Expedited,244 Morales Gateway Apt. 004,"Jasonside,",AK,36313,USA,Shipped,197.0,44.3
f3d107d7-038f-4640-931b-44b97f70e52d,1d9eecb4-f7f6-47e6-8047-1ddd97095584,6802514c-f839-4104-a5e3-539fe335d0b4,2025-06-14T08:40:06,237.1,2,NetBanking,One‑Day,1409 Rodriguez Mill,"New Bethanymouth,",IL,10136,USA,Delivered,80.52,17.56
4b475a0b-8baa-4659-a06f-da4bdba1586f,adeac79f-1bcc-456b-9a4d-0cd36135d80a,5d65c98b-188e-40bf-8cad-12ee2e3df895,2025-06-21T03:12:15,643.05,2,Debit Card,One‑Day,USS Walker,FPO,AE,30624,USA,Returned,91.42,47.63
2c164dac-6508-4414-b3d2-57938025eb36,c960b917-296b-4f50-9def-2a66c530dd82,95813f92-e2e9-4fe4-b1b0-235dc183b479,2025-10-21T12:09:27,325.7,1,Debit Card,Expedited,5466 Mike Fort Apt. 253,"Rodriguezmouth,",MO,78292,USA,Delivered,101.26,24.13
c6254ab7-563b-46fe-8229-6d7316ecd847,6c9f0ca8-eece-41db-9813-82827efc35a4,2c284830-471a-4ceb-a4d0-7cd8096d3904,2025-09-13T14:23:55,9.0,1,UPI,One‑Day,947 Cox Point Apt. 989,"Wilsonbury,",SD,29398,USA,Delivered,0.08,0.67
58520681-f7f2-4e7a-88af-900342e05a09,bd6739d9-800e-44c8-a8db-68f8aea3d11f,e7262935-997f-402f-a4b8-1d3da203ea36,2025-10-23T16:41:12,302.21,1,NetBanking,Standard Ground,4716 Johnson Greens,"Katiestad,",HI,56880,USA,Returned,112.79,22.39
ced76903-8c2e-4454-8f82-779e307949c6,981f6add-3f1c-4fa1-b1b9-f6b1313cb853,bc66bd92-5344-4b19-ae4f-f59e6465b541,2025-10-12T21:33:25,1682.67,5,Credit Card,Two‑Day,541 Mary Stream Suite 804,"Pooleberg,",AK,79529,USA,Delivered,236.02,124.64
30f7d6e6-5a30-44f1-b0b9-cead1fbcc5f0,5a6cbd88-5357-4ede-a7a8-ffcf484c578f,8e96ac56-1618-40fc-a2a8-bf43576baa21,2025-08-12T11:59:08,156.74,1,UPI,One‑Day,6074 Larry Green,"Adamburgh,",NE,91437,USA,Pending,39.74,11.61
ddc3f612-2430-4fa4-85d1-be1f5cadda90,5e278d80-01b2-434a-96da-4c587b32bb5b,80d97074-8a89-4143-a711-d03866e70e38,2025-10-12T09:47:19,76.87,1,NetBanking,Standard Ground,213 Mcmillan Wall Suite 510,"Joshuaberg,",VI,82870,USA,Processing,6.08,5.69
efb1398b-878d-4cfa-bd1c-493c363e8337,3f8c0b76-c873-48b0-bbb9-c1751af64451,288a1b6f-7848-4499-a81e-1f7526c52ced,2025-10-29T10:42:52,609.23,3,Debit Card,One‑Day,820 Moore Cliffs Apt. 633,"Antonioburgh,",TN,81543,USA,Processing,64.04,45.13
4afb483e-d832-4435-a272-719094a46fd4,f8333653-8994-47d2-a282-7ba8c3272928,7532ac23-b4d5-4cd5-a3e1-de7c7243ef08,2025-05-19T13:08:01,138.86,3,UPI,One‑Day,62776 Carter Ridges,"Rhondahaven,",VI,16704,USA,Processing,30.67,10.29
68abac0a-673d-4440-a26d-3784c01167d1,d0a2c065-b595-48ae-82b8-ee76812fac3b,012bf449-e06c-4f09-b6c4-8c4a9a817d76,2025-07-08T08:56:15,448.51,3,UPI,Two‑Day,449 Kristin Flats,"Burnsfort,",GA,95880,USA,Returned,108.24,33.22
e6e5a2fc-1f99-4add-a596-d05e135d4b7d,34d62f88-c6eb-49cc-b613-e519b691f8fb,733f4ae0-7bd1-4d83-9b78-376bdfd1d149,2025-06-02T21:47:11,748.09,3,NetBanking,Two‑Day,"PSC 5366, Box 7832",APO,AE,25586,USA,Pending,205.04,55.41
229aa147-6c62-487f-bfe1-40e4285331c8,1e861ea4-de64-4c67-8eee-21c389a9b21c,80300bac-38da-4624-98d4-70d7df0dc871,2025-09-20T18:30:30,790.95,2,PayPal,Two‑Day,40388 Jaime Cove Suite 180,"South Richardside,",GU,01986,USA,Processing,149.0,58.59
0326e324-6d22-4438-865f-d9b060a9154d,2ef004a7-d895-4c16-ab94-c95380071501,5a6c627b-614b-48b8-b739-b7723c558ee2,2025-07-29T13:51:06,1475.96,5,PayPal,Expedited,11543 Stephens Court Suite 734,"Port Lonnieland,",AK,88810,USA,Processing,227.27,109.33
c6bed439-cac5-44c7-b159-07c1196baf6b,f4998f1e-0b09-4487-965c-9f6a3ea596b0,0f72cd64-10a7-4256-a018-6b596a7298c1,2025-06-24T03:04:35,490.1,2,Debit Card,Standard Ground,26224 Arnold Rapids Apt. 251,"Port Susan,",NE,84547,USA,Processing,157.58,36.3
6c32e888-f4bd-4373-9e04-aa492f166543,eeca93ec-6b1c-49c3-a549-fe0987edf6c6,888cd4db-fb09-4689-8cb3-bcc35fc98d0a,2025-06-24T12:56:06,690.12,5,PayPal,One‑Day,57997 Ralph Station,"North Annefort,",SD,46876,USA,Delivered,135.8,51.12
ec6c72f2-152f-4129-b410-81a8f941e86e,941cc40e-329b-4d2e-8122-310f47d3aa3e,0290220b-9e7e-4520-b1ec-3c1c04947595,2025-09-07T04:30:37,1723.03,5,Debit Card,Two‑Day,8214 Scott Fork,"Duketon,",NC,90403,USA,Returned,657.1,127.63
e48f5d7f-538c-4dcb-9348-7c0a837f9bc8,85ffe0ee-9faa-43df-b2ea-0f6da73d25c1,87972353-d7d6-4d92-88c5-5582b75d4aef,2025-09-08T01:35:53,449.49,3,Debit Card,One‑Day,05626 Timothy Roads,"Lake Shari,",NM,37911,USA,Processing,160.11,33.3
c556bc04-f6cd-4a04-acb6-1d24add30b59,1cb4c994-0984-458c-8184-1e1e53f616ee,da7e6419-abb7-4c29-97b8-7e384bf5843d,2025-05-17T17:42:49,1931.74,4,PayPal,Expedited,27381 Crosby Drives,"East Derek,",NH,88400,USA,Shipped,7.67,143.09
6db266dc-c0e6-431e-8504-4404fb7a3a14,fcab6032-693d-41cd-a658-31e13778ad37,3dffa2aa-85f3-4c88-95f9-664799415464,2025-10-03T05:45:15,229.69,2,Credit Card,Expedited,5431 Cobb Lake Suite 780,"South Lisashire,",HI,97028,USA,Shipped,19.38,17.01
a15176d1-1851-408c-a512-4d94ca1f8f77,3a1e1132-cb29-4e3d-93ea-e6bae0f9eeb1,966a58d6-fdca-4f20-9cd1-5fc8c4110138,2025-10-28T03:37:05,728.95,4,Credit Card,Expedited,5045 Amber Lake Apt. 077,"New Biancaborough,",DE,58670,USA,Processing,254.49,54.0
1733dcde-07ef-4d7c-a7dc-50564ff84ab1,332c6797-ad5b-4ba7-9e3a-e7ede2fbdf5f,3573fdb6-eb29-4beb-abd9-539bfd2e0962,2025-05-24T08:34:21,952.23,3,PayPal,Standard Ground,3331 Nunez Prairie,"Bakerville,",AR,11431,USA,Shipped,119.71,70.54
18308f4c-610f-449e-9df1-d63b3b298d59,8cbb6714-e775-47fe-8d6f-a6314af73bde,1afbbe0b-30b7-47cb-a7fa-557ef4145465,2025-08-17T13:56:38,1937.79,5,Credit Card,Standard Ground,2260 Chris Loaf,"Davidfurt,",MO,30217,USA,Delivered,610.85,143.54
d47de257-d76c-4100-8174-386d02f92c9c,69beea26-552c-4912-905a-2d3cc1d055fc,cf000651-cc44-4d22-b0e3-cee9c577679b,2025-10-06T23:29:29,1320.25,5,Debit Card,Expedited,71994 Marshall Streets Suite 051,"Anthonyland,",PA,93529,USA,Processing,96.85,97.8
f8ff156e-edaf-4b1d-8e68-c1732f8b5508,6059f07a-c1d1-4053-888b-c7ed86fa422c,0de813df-190a-4307-be87-02cd7a9b9f90,2025-06-25T18:29:29,283.2,4,NetBanking,Two‑Day,63595 Thomas Meadows Apt. 524,"East Denisetown,",FL,92844,USA,Pending,109.1,20.98
7f958cc7-15e0-4ea2-b887-92b75e015e82,20e5b5b5-26b2-4825-b10f-83a6564e37d8,aea93789-dd1e-4608-bef9-34f9b69e655a,2025-10-28T02:52:03,576.09,2,Debit Card,Two‑Day,602 Perkins Fields Suite 777,"Christopherport,",OR,06247,USA,Pending,202.58,42.67
29986aae-4210-4b3a-9112-ae2717f73c9c,283f2db6-1db2-4d36-835a-2730b92b6c23,80313984-ce53-4ccf-b3a3-d7e04af27e30,2025-08-26T00:51:40,209.49,2,UPI,One‑Day,526 Leslie Mountain Apt. 683,"South Taramouth,",VI,15354,USA,Pending,41.35,15.52
5a150e27-8af1-434e-8db2-7d4fa79768b5,014212cc-d07b-454e-bd82-c6fd79c0009b,e48d4971-01e7-4267-8111-0b33312a9888,2025-10-05T13:41:12,2347.09,5,Credit Card,Expedited,6731 Scott Streets Suite 419,"Lake Robertmouth,",ME,42113,USA,Delivered,33.82,173.86
17295279-db69-4162-b8be-7cd288420c39,a1a7b901-85b8-4e9a-b3ce-346faa279626,747fee18-167d-4369-a664-e522d40841fd,2025-05-24T13:24:00,207.13,1,NetBanking,Expedited,6170 Garcia Run,"North Daleberg,",NV,28447,USA,Returned,31.95,15.34
0ea7fc22-b909-4ff2-a618-789cc7f93638,700c4626-df86-4b09-a4f3-ada1b5a8d861,26078820-f592-4bea-91e5-48038d8e7b2b,2025-07-27T14:45:04,661.12,4,Credit Card,One‑Day,7965 Green Burgs,"New Calebmouth,",LA,17524,USA,Processing,1.77,48.97
6fbe5698-f150-4003-a550-3df5a8ac3e8c,c0bdac2d-e8d9-42b4-8656-0d3a24fd8cde,3a943e45-207e-43da-a556-c6c587361a9f,2025-08-01T18:14:40,1778.81,5,Credit Card,Two‑Day,64342 Horne Station,"Port Davidfort,",MD,38727,USA,Delivered,372.2,131.76
1448b067-cbed-4db9-92c2-ef31be0a3d76,42ff86b5-82de-4053-abaa-2aca6c37fb5f,84bdb077-396c-43a8-8e08-4ce5667c1df7,2025-07-07T23:30:55,608.57,5,NetBanking,One‑Day,USS Newman,FPO,AA,17054,USA,Returned,131.61,45.08
949adf3c-4534-469f-9dbe-f36dc0873379,6e1e3022-0271-4199-9081-5251cae1f8d5,a5445a7d-52d6-49e8-8774-f12408a2b53b,2025-10-20T13:40:25,1403.49,3,NetBanking,Expedited,59234 Myers Drive Apt. 746,"Markbury,",CT,57275,USA,Shipped,128.35,103.96
